Reporting Area,Current MMWR Year,MMWR WEEK,Label,Current week,"Current week, flag",Previous 52 week Max,"Previous 52 weeks Max, flag",Cumulative YTD Current MMWR Year,"Cumulative YTD Current MMWR Year, flag",Cumulative YTD Previous MMWR Year,"Cumulative YTD Previous MMWR Year, flag",LOCATION1,LOCATION2,sort_order,geocode
Arkansas,2025,42,Pertussis,,-,43,,393,,113,,Arkansas,,20254205294,POINT (-92.27486 34.7487)
Louisiana,2025,42,Pertussis,1.0,,19,,392,,79,,Louisiana,,20254205295,POINT (-91.18665 30.44335)
Oklahoma,2025,42,Pertussis,1.0,,145,,393,,232,,Oklahoma,,20254205296,POINT (-97.52107 35.47203)
Texas,2025,42,Pertussis,10.0,,154,,583,,998,,Texas,,20254205297,POINT (-97.743 30.26759)
Mountain,2025,42,Pertussis,21.0,,164,,"3,114",,"2,329",,,Mountain,20254205298,
Arizona,2025,42,Pertussis,13.0,,36,,753,,546,,Arizona,,20254205299,POINT (-112.07581 33.44825)
Colorado,2025,42,Pertussis,8.0,,61,,"1,033",,712,,Colorado,,20254205300,POINT (-104.99203 39.74001)
Idaho,2025,42,Pertussis,,-,66,,526,,681,,Idaho,,20254205301,POINT (-116.19341 43.60764)
Montana,2025,42,Pertussis,,-,26,,313,,52,,Montana,,20254205302,POINT (-112.02066 46.58976)
Nevada,2025,42,Pertussis,,-,7,,88,,55,,Nevada,,20254205303,POINT (-119.76698 39.16505)
New Mexico,2025,42,Pertussis,,-,9,,99,,68,,New Mexico,,20254205304,POINT (-105.93825 35.69177)
Utah,2025,42,Pertussis,,-,19,,302,,215,,Utah,,20254205305,POINT (-111.88822 40.76031)
Wyoming,2025,42,Pertussis,,-,0,,,-,,-,Wyoming,,20254205306,POINT (-104.82155 41.13481)
Pacific,2025,42,Pertussis,8.0,,309,,"5,143",,"4,566",,,Pacific,20254205307,
Alaska,2025,42,Pertussis,,-,27,,131,,455,,Alaska,,20254205308,POINT (-134.4068 58.29973)
California,2025,42,Pertussis,4.0,,109,,"1,501",,"2,151",,California,,20254205309,POINT (-121.49086 38.57944)
Hawaii,2025,42,Pertussis,,-,28,,233,,61,,Hawaii,,20254205310,POINT (-157.85788 21.30493)
Oregon,2025,42,Pertussis,4.0,,68,,"1,333",,693,,Oregon,,20254205311,POINT (-123.04382 44.93326)
Washington,2025,42,Pertussis,,-,147,,"1,945",,"1,206",,Washington,,20254205312,POINT (-122.89165 47.03954)
U.S. Territories,2025,42,Pertussis,,-,9,,152,,50,,,U.S. Territories,20254205313,
American Samoa,2025,42,Pertussis,,-,0,,,-,,-,American Samoa,,20254205314,
Commonwealth of Northern Mariana Islands,2025,42,Pertussis,,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20254205315,
Guam,2025,42,Pertussis,,-,1,,3,,5,,Guam,,20254205316,
Puerto Rico,2025,42,Pertussis,,-,9,,149,,45,,Puerto Rico,,20254205317,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,42,Pertussis,,-,0,,,-,,-,U.S. Virgin Islands,,20254205318,
Non-U.S. Residents,2025,42,Pertussis,,-,1,,3,,1,,,Non-U.S. Residents,20254205319,
Total,2025,42,Pertussis,105.0,,"1,855",,"23,570",,"26,842",,,Total,20254205320,
U.S. Residents,2025,43,"Measles, Imported",,-,11,,136,,49,,,U.S. Residents,20254304341,
New England,2025,43,"Measles, Imported",,-,1,,2,,,-,,New England,20254304342,
Connecticut,2025,43,"Measles, Imported",,-,0,,,-,,-,Connecticut,,20254304343,POINT (-72.67398 41.76381)
Maine,2025,43,"Measles, Imported",,-,0,,,-,,-,Maine,,20254304344,POINT (-69.77631 44.31804)
Massachusetts,2025,43,"Measles, Imported",,-,0,,,-,,-,Massachusetts,,20254304345,POINT (-71.05675 42.35866)
New Hampshire,2025,43,"Measles, Imported",,-,0,,,-,,-,New Hampshire,,20254304346,POINT (-71.53661 43.20725)
Rhode Island,2025,43,"Measles, Imported",,-,0,,,-,,-,Rhode Island,,20254304347,POINT (-71.41198 41.82388)
Vermont,2025,43,"Measles, Imported",,-,1,,2,,,-,Vermont,,20254304348,POINT (-72.57627 44.26029)
Middle Atlantic,2025,43,"Measles, Imported",,-,4,,23,,11,,,Middle Atlantic,20254304349,
New Jersey,2025,43,"Measles, Imported",,-,1,,1,,2,,New Jersey,,20254304350,POINT (-74.75948 40.21794)
New York,2025,43,"Measles, Imported",,-,3,,8,,1,,New York,,20254304351,POINT (-73.75522 42.65155)
New York City,2025,43,"Measles, Imported",,-,3,,10,,7,,New York City,,20254304352,POINT (-73.75522 42.65155)
Pennsylvania,2025,43,"Measles, Imported",,-,1,,4,,1,,Pennsylvania,,20254304353,POINT (-76.88224 40.25986)
East North Central,2025,43,"Measles, Imported",,-,2,,17,,5,,,East North Central,20254304354,
Illinois,2025,43,"Measles, Imported",,-,1,,1,,,-,Illinois,,20254304355,POINT (-89.64361 39.8013)
Indiana,2025,43,"Measles, Imported",,-,1,,1,,,-,Indiana,,20254304356,POINT (-86.15013 39.76691)
Michigan,2025,43,"Measles, Imported",,-,2,,8,,2,,Michigan,,20254304357,POINT (-84.55226 42.73194)
Ohio,2025,43,"Measles, Imported",,-,2,,7,,3,,Ohio,,20254304358,POINT (-83.00276 39.96199)
Wisconsin,2025,43,"Measles, Imported",,-,0,,,-,,-,Wisconsin,,20254304359,POINT (-89.38645 43.07313)
West North Central,2025,43,"Measles, Imported",,-,3,,8,,10,,,West North Central,20254304360,
Iowa,2025,43,"Measles, Imported",,-,1,,1,,,-,Iowa,,20254304361,POINT (-93.61539 41.58981)
Kansas,2025,43,"Measles, Imported",,-,2,,2,,,-,Kansas,,20254304362,POINT (-95.6712 39.04926)
Minnesota,2025,43,"Measles, Imported",,-,3,,5,,10,,Minnesota,,20254304363,POINT (-93.09649 44.94339)
Missouri,2025,43,"Measles, Imported",,-,0,,,-,,-,Missouri,,20254304364,POINT (-92.17785 38.57751)
Nebraska,2025,43,"Measles, Imported",,-,0,,,-,,-,Nebraska,,20254304365,POINT (-96.70731 40.81362)
North Dakota,2025,43,"Measles, Imported",,-,0,,,-,,-,North Dakota,,20254304366,POINT (-100.7797 46.80536)
South Dakota,2025,43,"Measles, Imported",,-,0,,,-,,-,South Dakota,,20254304367,POINT (-100.34987 44.36917)
South Atlantic,2025,43,"Measles, Imported",,-,1,,8,,8,,,South Atlantic,20254304368,POINT (-100.34987 44.36917)
Delaware,2025,43,"Measles, Imported",,-,0,,,-,,-,Delaware,,20254304369,POINT (-75.52474 39.15803)
District of Columbia,2025,43,"Measles, Imported",,-,0,,,-,1,,District of Columbia,,20254304370,
Florida,2025,43,"Measles, Imported",,-,1,,2,,2,,Florida,,20254304371,POINT (-84.28065 30.43978)
Georgia,2025,43,"Measles, Imported",,-,0,,,-,1,,Georgia,,20254304372,POINT (-84.39111 33.74831)
Maryland,2025,43,"Measles, Imported",,-,1,,1,,1,,Maryland,,20254304373,POINT (-76.49015 38.97678)
North Carolina,2025,43,"Measles, Imported",,-,0,,,-,1,,North Carolina,,20254304374,POINT (-78.64271 35.78543)
South Carolina,2025,43,"Measles, Imported",,-,1,,2,,,-,South Carolina,,20254304375,POINT (-81.04537 33.99882)
Virginia,2025,43,"Measles, Imported",,-,1,,3,,1,,Virginia,,20254304376,POINT (-77.43367 37.54068)
West Virginia,2025,43,"Measles, Imported",,-,0,,,-,1,,West Virginia,,20254304377,POINT (-81.63896 38.35016)
East South Central,2025,43,"Measles, Imported",,-,2,,9,,1,,,East South Central,20254304378,
Alabama,2025,43,"Measles, Imported",,-,1,,1,,,-,Alabama,,20254304379,POINT (-86.30006 32.38015)
Kentucky,2025,43,"Measles, Imported",,-,2,,7,,,-,Kentucky,,20254304380,POINT (-84.8787 38.19507)
Mississippi,2025,43,"Measles, Imported",,-,0,,,-,,-,Mississippi,,20254304381,POINT (-90.18045 32.29896)
Tennessee,2025,43,"Measles, Imported",,-,1,,1,,1,,Tennessee,,20254304382,POINT (-86.77799 36.16792)
West South Central,2025,43,"Measles, Imported",,-,4,,17,,1,,,West South Central,20254304383,
Arkansas,2025,43,"Measles, Imported",,-,0,,,-,,-,Arkansas,,20254304384,POINT (-92.27486 34.7487)
Louisiana,2025,43,"Measles, Imported",,-,1,,1,,1,,Louisiana,,20254304385,POINT (-91.18665 30.44335)
Oklahoma,2025,43,"Measles, Imported",,-,0,,,-,,-,Oklahoma,,20254304386,POINT (-97.52107 35.47203)
Texas,2025,43,"Measles, Imported",,-,4,,16,,,-,Texas,,20254304387,POINT (-97.743 30.26759)
Mountain,2025,43,"Measles, Imported",,-,4,,13,,3,,,Mountain,20254304388,
Arizona,2025,43,"Measles, Imported",,-,4,,4,,1,,Arizona,,20254304389,POINT (-112.07581 33.44825)
Colorado,2025,43,"Measles, Imported",,-,0,,,-,,-,Colorado,,20254304390,POINT (-104.99203 39.74001)
Idaho,2025,43,"Measles, Imported",,-,1,,1,,,-,Idaho,,20254304391,POINT (-116.19341 43.60764)
Montana,2025,43,"Measles, Imported",,-,2,,6,,,-,Montana,,20254304392,POINT (-112.02066 46.58976)
Nevada,2025,43,"Measles, Imported",,-,0,,,-,,-,Nevada,,20254304393,POINT (-119.76698 39.16505)
New Mexico,2025,43,"Measles, Imported",,-,1,,2,,2,,New Mexico,,20254304394,POINT (-105.93825 35.69177)
Utah,2025,43,"Measles, Imported",,-,0,,,-,,-,Utah,,20254304395,POINT (-111.88822 40.76031)
Wyoming,2025,43,"Measles, Imported",,-,0,,,-,,-,Wyoming,,20254304396,POINT (-104.82155 41.13481)
Pacific,2025,43,"Measles, Imported",,-,4,,39,,10,,,Pacific,20254304397,
Alaska,2025,43,"Measles, Imported",,-,1,,2,,,-,Alaska,,20254304398,POINT (-134.4068 58.29973)
California,2025,43,"Measles, Imported",,-,4,,30,,7,,California,,20254304399,POINT (-121.49086 38.57944)
Hawaii,2025,43,"Measles, Imported",,-,1,,2,,,-,Hawaii,,20254304400,POINT (-157.85788 21.30493)
Oregon,2025,43,"Measles, Imported",,-,1,,1,,1,,Oregon,,20254304401,POINT (-123.04382 44.93326)
Washington,2025,43,"Measles, Imported",,-,1,,4,,2,,Washington,,20254304402,POINT (-122.89165 47.03954)
U.S. Territories,2025,43,"Measles, Imported",,-,0,,,-,,-,,U.S. Territories,20254304403,
American Samoa,2025,43,"Measles, Imported",,-,0,,,-,,-,American Samoa,,20254304404,
Commonwealth of Northern Mariana Islands,2025,43,"Measles, Imported",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20254304405,
Guam,2025,43,"Measles, Imported",,-,0,,,-,,-,Guam,,20254304406,
Puerto Rico,2025,43,"Measles, Imported",,-,0,,,-,,-,Puerto Rico,,20254304407,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,43,"Measles, Imported",,-,0,,,-,,-,U.S. Virgin Islands,,20254304408,
Non-U.S. Residents,2025,43,"Measles, Imported",,-,0,,,-,,-,,Non-U.S. Residents,20254304409,
Total,2025,43,"Measles, Imported",,-,11,,136,,49,,,Total,20254304410,
U.S. Residents,2025,43,"Measles, Indigenous",14.0,,123,,"1,493",,216,,,U.S. Residents,20254304411,
New England,2025,43,"Measles, Indigenous",,-,0,,,-,5,,,New England,20254304412,
Connecticut,2025,43,"Measles, Indigenous",,-,0,,,-,,-,Connecticut,,20254304413,POINT (-72.67398 41.76381)
Maine,2025,43,"Measles, Indigenous",,-,0,,,-,,-,Maine,,20254304414,POINT (-69.77631 44.31804)
Massachusetts,2025,43,"Measles, Indigenous",,-,0,,,-,1,,Massachusetts,,20254304415,POINT (-71.05675 42.35866)
New Hampshire,2025,43,"Measles, Indigenous",,-,0,,,-,2,,New Hampshire,,20254304416,POINT (-71.53661 43.20725)
Rhode Island,2025,43,"Measles, Indigenous",,-,0,,,-,,-,Rhode Island,,20254304417,POINT (-71.41198 41.82388)
Vermont,2025,43,"Measles, Indigenous",,-,0,,,-,2,,Vermont,,20254304418,POINT (-72.57627 44.26029)
Middle Atlantic,2025,43,"Measles, Indigenous",,-,4,,24,,14,,,Middle Atlantic,20254304419,
New Jersey,2025,43,"Measles, Indigenous",,-,2,,4,,5,,New Jersey,,20254304420,POINT (-74.75948 40.21794)
New York,2025,43,"Measles, Indigenous",,-,0,,,-,,-,New York,,20254304421,POINT (-73.75522 42.65155)
New York City,2025,43,"Measles, Indigenous",,-,3,,8,,6,,New York City,,20254304422,POINT (-73.75522 42.65155)
Pennsylvania,2025,43,"Measles, Indigenous",,-,4,,12,,3,,Pennsylvania,,20254304423,POINT (-76.88224 40.25986)
East North Central,2025,43,"Measles, Indigenous",,-,16,,104,,78,,,East North Central,20254304424,
Illinois,2025,43,"Measles, Indigenous",,-,4,,9,,67,,Illinois,,20254304425,POINT (-89.64361 39.8013)
Indiana,2025,43,"Measles, Indigenous",,-,4,,8,,1,,Indiana,,20254304426,POINT (-86.15013 39.76691)
Michigan,2025,43,"Measles, Indigenous",,-,4,,20,,5,,Michigan,,20254304427,POINT (-84.55226 42.73194)
Ohio,2025,43,"Measles, Indigenous",,-,10,,31,,4,,Ohio,,20254304428,POINT (-83.00276 39.96199)
Wisconsin,2025,43,"Measles, Indigenous",,-,16,,36,,1,,Wisconsin,,20254304429,POINT (-89.38645 43.07313)
West North Central,2025,43,"Measles, Indigenous",,-,19,,160,,53,,,West North Central,20254304430,
Iowa,2025,43,"Measles, Indigenous",,-,1,,7,,,-,Iowa,,20254304431,POINT (-93.61539 41.58981)
Kansas,2025,43,"Measles, Indigenous",,-,10,,88,,,-,Kansas,,20254304432,POINT (-95.6712 39.04926)
Minnesota,2025,43,"Measles, Indigenous",,-,6,,16,,50,,Minnesota,,20254304433,POINT (-93.09649 44.94339)
Missouri,2025,43,"Measles, Indigenous",,-,0,,,-,2,,Missouri,,20254304434,POINT (-92.17785 38.57751)
Nebraska,2025,43,"Measles, Indigenous",,-,1,,1,,,-,Nebraska,,20254304435,POINT (-96.70731 40.81362)
North Dakota,2025,43,"Measles, Indigenous",,-,10,,36,,,-,North Dakota,,20254304436,POINT (-100.7797 46.80536)
South Dakota,2025,43,"Measles, Indigenous",,-,6,,12,,1,,South Dakota,,20254304437,POINT (-100.34987 44.36917)
South Atlantic,2025,43,"Measles, Indigenous",3.0,,12,,38,,16,,,South Atlantic,20254304438,POINT (-100.34987 44.36917)
Delaware,2025,43,"Measles, Indigenous",,-,0,,,-,,-,Delaware,,20254304439,POINT (-75.52474 39.15803)
District of Columbia,2025,43,"Measles, Indigenous",,-,0,,,-,,-,District of Columbia,,20254304440,
Florida,2025,43,"Measles, Indigenous",,-,1,,4,,10,,Florida,,20254304441,POINT (-84.28065 30.43978)
Georgia,2025,43,"Measles, Indigenous",,-,3,,8,,5,,Georgia,,20254304442,POINT (-84.39111 33.74831)
Maryland,2025,43,"Measles, Indigenous",,-,1,,1,,,-,Maryland,,20254304443,POINT (-76.49015 38.97678)
North Carolina,2025,43,"Measles, Indigenous",,-,0,,,-,,-,North Carolina,,20254304444,POINT (-78.64271 35.78543)
South Carolina,2025,43,"Measles, Indigenous",3.0,,12,,24,,1,,South Carolina,,20254304445,POINT (-81.04537 33.99882)
Virginia,2025,43,"Measles, Indigenous",,-,1,,1,,,-,Virginia,,20254304446,POINT (-77.43367 37.54068)
West Virginia,2025,43,"Measles, Indigenous",,-,0,,,-,,-,West Virginia,,20254304447,POINT (-81.63896 38.35016)
East South Central,2025,43,"Measles, Indigenous",,-,5,,13,,2,,,East South Central,20254304448,
Alabama,2025,43,"Measles, Indigenous",,-,0,,,-,,-,Alabama,,20254304449,POINT (-86.30006 32.38015)
Kentucky,2025,43,"Measles, Indigenous",,-,5,,7,,,-,Kentucky,,20254304450,POINT (-84.8787 38.19507)
Mississippi,2025,43,"Measles, Indigenous",,-,0,,,-,,-,Mississippi,,20254304451,POINT (-90.18045 32.29896)
Tennessee,2025,43,"Measles, Indigenous",,-,2,,6,,2,,Tennessee,,20254304452,POINT (-86.77799 36.16792)
West South Central,2025,43,"Measles, Indigenous",,-,101,,813,,3,,,West South Central,20254304453,
Arkansas,2025,43,"Measles, Indigenous",,-,2,,8,,,-,Arkansas,,20254304454,POINT (-92.27486 34.7487)
Louisiana,2025,43,"Measles, Indigenous",,-,1,,1,,2,,Louisiana,,20254304455,POINT (-91.18665 30.44335)
Oklahoma,2025,43,"Measles, Indigenous",,-,4,,17,,1,,Oklahoma,,20254304456,POINT (-97.52107 35.47203)
Texas,2025,43,"Measles, Indigenous",,-,98,,787,,,-,Texas,,20254304457,POINT (-97.743 30.26759)
Mountain,2025,43,"Measles, Indigenous",11.0,,22,,319,,4,,,Mountain,20254304458,
Arizona,2025,43,"Measles, Indigenous",11.0,,19,,90,,4,,Arizona,,20254304459,POINT (-112.07581 33.44825)
Colorado,2025,43,"Measles, Indigenous",,-,7,,39,,,-,Colorado,,20254304460,POINT (-104.99203 39.74001)
Idaho,2025,43,"Measles, Indigenous",,-,2,,7,,,-,Idaho,,20254304461,POINT (-116.19341 43.60764)
Montana,2025,43,"Measles, Indigenous",,-,5,,26,,,-,Montana,,20254304462,POINT (-112.02066 46.58976)
Nevada,2025,43,"Measles, Indigenous",,-,0,,,-,,-,Nevada,,20254304463,POINT (-119.76698 39.16505)
New Mexico,2025,43,"Measles, Indigenous",,-,13,,97,,,-,New Mexico,,20254304464,POINT (-105.93825 35.69177)
Utah,2025,43,"Measles, Indigenous",,-,14,,60,,,-,Utah,,20254304465,POINT (-111.88822 40.76031)
Wyoming,2025,43,"Measles, Indigenous",,-,0,,,-,,-,Wyoming,,20254304466,POINT (-104.82155 41.13481)
Pacific,2025,43,"Measles, Indigenous",,-,4,,22,,41,,,Pacific,20254304467,
Alaska,2025,43,"Measles, Indigenous",,-,1,,1,,,-,Alaska,,20254304468,POINT (-134.4068 58.29973)
California,2025,43,"Measles, Indigenous",,-,2,,14,,7,,California,,20254304469,POINT (-121.49086 38.57944)
Hawaii,2025,43,"Measles, Indigenous",,-,0,,,-,,-,Hawaii,,20254304470,POINT (-157.85788 21.30493)
Oregon,2025,43,"Measles, Indigenous",,-,0,,,-,30,,Oregon,,20254304471,POINT (-123.04382 44.93326)
Washington,2025,43,"Measles, Indigenous",,-,4,,7,,4,,Washington,,20254304472,POINT (-122.89165 47.03954)
U.S. Territories,2025,43,"Measles, Indigenous",,-,0,,,-,,-,,U.S. Territories,20254304473,
American Samoa,2025,43,"Measles, Indigenous",,-,0,,,-,,-,American Samoa,,20254304474,
Commonwealth of Northern Mariana Islands,2025,43,"Measles, Indigenous",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20254304475,
Guam,2025,43,"Measles, Indigenous",,-,0,,,-,,-,Guam,,20254304476,
Puerto Rico,2025,43,"Measles, Indigenous",,-,0,,,-,,-,Puerto Rico,,20254304477,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,43,"Measles, Indigenous",,-,0,,,-,,-,U.S. Virgin Islands,,20254304478,
Non-U.S. Residents,2025,43,"Measles, Indigenous",,-,0,,,-,,-,,Non-U.S. Residents,20254304479,
Total,2025,43,"Measles, Indigenous",14.0,,123,,"1,493",,216,,,Total,20254304480,
U.S. Residents,2025,43,"Meningococcal disease, All serogroups",3.0,,17,,343,,450,,,U.S. Residents,20254304551,
New England,2025,43,"Meningococcal disease, All serogroups",,-,2,,21,,18,,,New England,20254304552,
Connecticut,2025,43,"Meningococcal disease, All serogroups",,-,1,,6,,5,,Connecticut,,20254304553,POINT (-72.67398 41.76381)
Maine,2025,43,"Meningococcal disease, All serogroups",,-,1,,3,,2,,Maine,,20254304554,POINT (-69.77631 44.31804)
Massachusetts,2025,43,"Meningococcal disease, All serogroups",,-,2,,11,,10,,Massachusetts,,20254304555,POINT (-71.05675 42.35866)
New Hampshire,2025,43,"Meningococcal disease, All serogroups",,-,0,,,-,1,,New Hampshire,,20254304556,POINT (-71.53661 43.20725)
Rhode Island,2025,43,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Rhode Island,,20254304557,POINT (-71.41198 41.82388)
Vermont,2025,43,"Meningococcal disease, All serogroups",,-,1,,1,,,-,Vermont,,20254304558,POINT (-72.57627 44.26029)
Middle Atlantic,2025,43,"Meningococcal disease, All serogroups",1.0,,4,,40,,72,,,Middle Atlantic,20254304559,
New Jersey,2025,43,"Meningococcal disease, All serogroups",,-,3,,13,,18,,New Jersey,,20254304560,POINT (-74.75948 40.21794)
New York,2025,43,"Meningococcal disease, All serogroups",1.0,,2,,13,,16,,New York,,20254304561,POINT (-73.75522 42.65155)
New York City,2025,43,"Meningococcal disease, All serogroups",,-,2,,7,,30,,New York City,,20254304562,POINT (-73.75522 42.65155)
Pennsylvania,2025,43,"Meningococcal disease, All serogroups",,-,2,,7,,8,,Pennsylvania,,20254304563,POINT (-76.88224 40.25986)
East North Central,2025,43,"Meningococcal disease, All serogroups",,-,5,,51,,55,,,East North Central,20254304564,
Illinois,2025,43,"Meningococcal disease, All serogroups",,-,3,,24,,19,,Illinois,,20254304565,POINT (-89.64361 39.8013)
Indiana,2025,43,"Meningococcal disease, All serogroups",,-,1,,7,,6,,Indiana,,20254304566,POINT (-86.15013 39.76691)
Michigan,2025,43,"Meningococcal disease, All serogroups",,-,2,,5,,10,,Michigan,,20254304567,POINT (-84.55226 42.73194)
Ohio,2025,43,"Meningococcal disease, All serogroups",,-,2,,14,,14,,Ohio,,20254304568,POINT (-83.00276 39.96199)
Wisconsin,2025,43,"Meningococcal disease, All serogroups",,-,1,,1,,6,,Wisconsin,,20254304569,POINT (-89.38645 43.07313)
West North Central,2025,43,"Meningococcal disease, All serogroups",,-,1,,4,,21,,,West North Central,20254304570,
Iowa,2025,43,"Meningococcal disease, All serogroups",,-,1,,,-,2,,Iowa,,20254304571,POINT (-93.61539 41.58981)
Kansas,2025,43,"Meningococcal disease, All serogroups",,-,0,,,-,2,,Kansas,,20254304572,POINT (-95.6712 39.04926)
Minnesota,2025,43,"Meningococcal disease, All serogroups",,-,1,,,-,6,,Minnesota,,20254304573,POINT (-93.09649 44.94339)
Missouri,2025,43,"Meningococcal disease, All serogroups",,-,0,,,-,9,,Missouri,,20254304574,POINT (-92.17785 38.57751)
Nebraska,2025,43,"Meningococcal disease, All serogroups",,-,1,,2,,1,,Nebraska,,20254304575,POINT (-96.70731 40.81362)
North Dakota,2025,43,"Meningococcal disease, All serogroups",,-,1,,2,,,-,North Dakota,,20254304576,POINT (-100.7797 46.80536)
South Dakota,2025,43,"Meningococcal disease, All serogroups",,-,0,,,-,1,,South Dakota,,20254304577,POINT (-100.34987 44.36917)
South Atlantic,2025,43,"Meningococcal disease, All serogroups",2.0,,5,,80,,92,,,South Atlantic,20254304578,POINT (-100.34987 44.36917)
Delaware,2025,43,"Meningococcal disease, All serogroups",,-,1,,1,,2,,Delaware,,20254304579,POINT (-75.52474 39.15803)
District of Columbia,2025,43,"Meningococcal disease, All serogroups",,-,1,,1,,1,,District of Columbia,,20254304580,
Florida,2025,43,"Meningococcal disease, All serogroups",,-,2,,27,,25,,Florida,,20254304581,POINT (-84.28065 30.43978)
Georgia,2025,43,"Meningococcal disease, All serogroups",,-,2,,13,,18,,Georgia,,20254304582,POINT (-84.39111 33.74831)
Maryland,2025,43,"Meningococcal disease, All serogroups",1.0,,3,,11,,10,,Maryland,,20254304583,POINT (-76.49015 38.97678)
North Carolina,2025,43,"Meningococcal disease, All serogroups",,-,2,,8,,11,,North Carolina,,20254304584,POINT (-78.64271 35.78543)
South Carolina,2025,43,"Meningococcal disease, All serogroups",,-,2,,6,,5,,South Carolina,,20254304585,POINT (-81.04537 33.99882)
Virginia,2025,43,"Meningococcal disease, All serogroups",1.0,,2,,11,,19,,Virginia,,20254304586,POINT (-77.43367 37.54068)
West Virginia,2025,43,"Meningococcal disease, All serogroups",,-,1,,2,,1,,West Virginia,,20254304587,POINT (-81.63896 38.35016)
East South Central,2025,43,"Meningococcal disease, All serogroups",,-,4,,23,,34,,,East South Central,20254304588,
